7127ea26687db9198ea3c1bd0a22f41f366c758e,DELETE,regular-file,sign/certificate.pem,1367,
d419dd0b67f8b4610d9e72ace9785d48e4eebb50,DELETE,regular-file,sign/private.pem,1704,
